Gender,EHP,credit_history,Experience,annual_claims,Marital_Status,type,Miles,size,credit,,target
F,497,531,6,2,Single,Truck,10999,5,Very Poor,,0
M,83,688,18,0,Married,Van,8690,4,Good,,0
M,154,771,19,1,Married,Van,7971,8,Very Good,,0
M,487,653,4,2,Married,Car,20186,3,Fair,,1
F,155,692,18,0,Single,Car,8991,5,Good,,1
M,130,665,4,3,Single,Car,41891,4,Fair,,0
M,118,685,6,1,Married,Van,9347,6,Good,,1
F,111,785,4,0,Married,Car,19129,2,Very Good,,1
F,111,781,29,1,Married,Car,10368,7,Very Good,,1
M,101,632,8,2,Married,Truck,35921,7,Fair,,1
F,132,769,20,0,Married,Car,19332,4,Very Good,,1
F,97,754,29,0,Single,Car,5019,4,Very Good,,0
F,143,751,3,1,Married,Car,19377,6,Very Good,,0
M,130,677,23,0,Married,Utility,5388,1,Good,,1
F,143,760,18,0,Married,Car,9264,4,Very Good,,1
F,111,694,18,1,Married,Truck,7440,3,Good,,1
M,149,713,12,1,Married,Truck,14293,2,Good,,0
F,91,726,25,0,Married,Car,9263,5,Good,,1
F,90,690,29,0,Married,Car,14353,5,Good,,1
F,541,718,21,1,Married,Truck,24717,2,Good,,1
M,108,733,12,2,Married,Truck,11052,8,Good,,1
F,443,692,24,1,Married,Car,16471,7,Good,,0
M,112,712,18,1,Married,Truck,13824,4,Good,,1
M,127,672,13,1,Married,Van,9762,7,Good,,1
M,168,367,5,2,Married,Truck,14621,5,Very Poor,,1
M,103,715,24,1,Married,Truck,14522,5,Good,,1
F,298,450,8,3,Single,Truck,13678,5,Very Poor,,1
M,136,787,16,0,Married,Van,6822,6,Very Good,,1
F,104,793,30,1,Married,Car,22379,2,Very Good,,1
F,146,755,13,0,Married,Truck,15124,3,Very Good,,1
M,90,763,30,1,Married,Truck,8749,1,Very Good,,1
M,157,757,16,0,Married,Van,11762,8,Very Good,,1
M,129,378,4,2,Single,Car,12545,1,Very Poor,,1
F,101,692,25,1,Married,Truck,7362,3,Good,,0
F,485,680,17,1,Married,Car,23978,2,Good,,1
F,108,611,5,2,Single,Van,23750,7,Fair,,1
M,162,454,4,2,Single,Car,12430,4,Very Poor,,1
M,194,595,5,0,Single,Car,13838,5,Fair,,1
M,153,776,21,0,Married,Van,10879,3,Very Good,,0
F,112,738,16,1,Single,Car,14427,2,Good,,0
F,173,609,7,3,Single,Van,15189,6,Fair,,1
M,124,738,14,1,Married,Van,13122,1,Good,,1
M,160,721,20,0,Married,Truck,10445,4,Good,,1
M,248,417,2,2,Single,Car,11685,2,Very Poor,,1
F,119,736,15,1,Single,Car,11014,4,Good,,1
F,89,733,24,1,Married,Truck,13752,3,Good,,1
M,90,784,13,1,Married,Van,14770,7,Very Good,,1
M,115,746,21,1,Married,Van,12715,7,Very Good,,0
F,128,671,25,0,Married,Car,21670,2,Good,,1
F,335,441,7,2,Single,Utility,13738,2,Very Poor,,1
F,586,703,3,0,Married,Car,20975,7,Good,,1
M,136,790,8,0,Married,Van,14760,1,Very Good,,1
F,92,737,9,1,Married,Car,49106,8,Good,,1
F,430,721,10,3,Married,Truck,17065,8,Good,,1
M,467,643,1,0,Married,Car,67783,1,Fair,,0
F,440,715,8,3,Single,Truck,11969,1,Good,,0
F,89,774,11,1,Married,Truck,7581,4,Very Good,,1
F,190,714,27,0,Married,Car,11352,6,Good,,1
M,86,545,5,1,Married,Van,48370,8,Very Poor,,0
M,135,593,3,3,Single,Car,90897,6,Fair,,0
M,127,684,9,0,Married,Van,47343,1,Good,,1
M,86,696,25,0,Married,Van,5635,4,Good,,1
M,111,712,24,1,Married,Van,9503,5,Good,,1
M,115,694,17,0,Married,Van,13343,4,Good,,0
F,493,725,37,0,Married,Truck,12805,3,Good,,0
F,156,726,12,0,Married,Car,13574,3,Good,,0
M,215,692,5,0,Married,Van,87185,3,Good,,1
F,85,561,8,0,Married,Car,68639,7,Very Poor,,1
F,298,612,7,1,Single,Truck,12329,8,Fair,,1
M,129,683,35,0,Married,Utility,7677,1,Good,,1
M,88,715,22,0,Married,Utility,14069,7,Good,,1
F,314,656,5,0,Single,Truck,10263,8,Fair,,0
M,152,685,18,0,Married,Van,5975,4,Good,,0
F,143,799,2,1,Married,Car,20909,3,Very Good,,1
M,148,698,14,0,Single,Utility,9879,1,Good,,1
M,100,506,7,3,Married,Truck,17990,2,Very Poor,,1
F,85,677,21,3,Married,Truck,6458,6,Good,,1
F,107,724,33,0,Married,Car,10155,7,Good,,1
M,247,704,7,1,Married,Van,38673,4,Good,,1
M,148,594,5,3,Single,Car,74255,3,Fair,,0
M,132,446,10,3,Married,Truck,15635,5,Very Poor,,1
F,125,737,17,0,Single,Car,10134,7,Good,,1
M,98,691,14,0,Married,Van,5757,7,Good,,1
F,482,633,7,3,Single,Truck,13654,8,Fair,,0
F,84,763,9,1,Married,Truck,5384,6,Very Good,,1
M,122,701,18,1,Married,Van,14262,3,Good,,0
F,146,762,11,3,Married,Truck,11671,3,Very Good,,1
M,438,775,8,0,Married,Truck,12269,1,Very Good,,1
F,157,714,21,2,Married,Car,9019,7,Good,,1
F,131,711,28,1,Married,Car,10515,6,Good,,1
F,346,831,6,3,Single,Truck,21764,5,Exceptional,,1
F,145,776,18,1,Married,Car,21760,7,Very Good,,1
F,321,732,7,3,Single,Truck,11953,7,Good,,0
M,116,781,20,0,Married,Van,7604,2,Very Good,,0
F,146,572,6,3,Single,Truck,12486,3,Very Poor,,1
M,159,712,12,0,Married,Truck,9909,1,Good,,1
F,80,770,27,1,Single,Car,8841,1,Very Good,,1
F,305,664,8,0,Single,Truck,11313,1,Fair,,1
M,267,622,4,2,Married,Car,15968,1,Fair,,1
F,451,722,7,2,Single,Truck,11222,6,Good,,0
F,415,848,5,3,Single,Truck,24039,8,Exceptional,,1
F,469,488,8,2,Single,Truck,16904,2,Very Poor,,1
M,116,761,38,0,Married,Utility,9928,3,Very Good,,1
M,96,792,25,1,Single,Utility,12467,6,Very Good,,1
F,150,693,30,0,Married,Car,12216,2,Good,,1
M,110,777,4,0,Married,Car,7459,8,Very Good,,0
F,116,709,27,1,Married,Truck,14602,7,Good,,1
M,122,754,7,0,Married,Truck,10743,3,Very Good,,0
F,388,691,20,1,Married,Car,16167,1,Good,,1
M,173,578,4,3,Single,Car,17557,5,Very Poor,,1
M,155,796,24,1,Married,Van,13696,1,Very Good,,1
F,414,599,6,3,Single,Utility,12203,3,Fair,,1
M,122,782,25,0,Married,Van,10857,1,Very Good,,1
M,85,571,1,0,Married,Utility,59597,5,Very Poor,,0
F,449,675,34,1,Married,Car,10403,5,Good,,1
M,127,837,40,1,Single,Utility,6364,3,Exceptional,,1
F,110,686,18,1,Married,Car,7164,7,Good,,1
F,89,763,18,1,Married,Car,9413,7,Very Good,,1
M,124,781,18,1,Single,Utility,8102,5,Very Good,,0
F,130,701,28,0,Married,Car,8314,6,Good,,0
F,478,681,8,2,Single,Utility,11536,6,Good,,1
F,83,765,40,2,Married,Car,9191,6,Very Good,,1
F,136,795,30,0,Married,Truck,17406,3,Very Good,,0
F,150,779,33,1,Married,Truck,9087,2,Very Good,,1
F,83,761,23,1,Married,Car,8986,2,Very Good,,0
F,402,573,7,2,Single,Truck,10740,1,Very Poor,,0
M,131,789,10,1,Married,Van,9040,6,Very Good,,1
M,102,773,15,0,Married,Van,12202,6,Very Good,,1
F,108,673,21,1,Married,Car,8709,2,Good,,0
M,137,737,5,1,Single,Utility,11473,4,Good,,1
M,119,756,19,1,Married,Van,6747,8,Very Good,,1
F,432,600,5,2,Single,Utility,14610,4,Fair,,1
F,99,706,7,2,Single,Van,10114,4,Good,,1
M,143,727,18,0,Married,Van,8227,6,Good,,0
F,136,750,33,0,Married,Car,13862,7,Very Good,,0
F,115,748,18,1,Married,Truck,9769,7,Very Good,,1
F,410,697,5,3,Single,Truck,10847,8,Good,,0
M,197,825,2,2,Single,Car,14739,3,Exceptional,,0
M,168,627,3,1,Single,Car,12141,6,Fair,,1
M,139,688,16,0,Married,Van,7325,3,Good,,0
M,128,700,5,1,Married,Van,34689,5,Good,,1
F,367,667,7,2,Single,Utility,13383,2,Fair,,1
M,144,466,1,3,Single,Car,11149,7,Very Poor,,0
M,144,787,8,0,Married,Truck,9916,8,Very Good,,0
F,141,738,5,3,Single,Truck,12572,3,Good,,1
M,214,565,1,2,Married,Car,12445,2,Very Poor,,0
M,116,718,29,1,Married,Van,6382,4,Good,,1
M,152,686,4,3,Single,Car,11955,3,Good,,0
F,133,670,23,3,Married,Truck,6404,4,Good,,0
M,279,540,3,1,Married,Car,12681,3,Very Poor,,1
F,127,788,25,0,Married,Car,5662,4,Very Good,,1
M,142,322,3,2,Single,Car,22602,3,Very Poor,,1
M,114,839,33,0,Single,Utility,10587,1,Exceptional,,0
M,84,727,37,0,Married,Van,10044,5,Good,,1
F,223,683,13,1,Married,Car,14246,1,Good,,1
F,308,706,6,2,Married,Car,41845,5,Good,,1
M,138,753,30,0,Married,Van,7229,6,Very Good,,1
M,482,663,3,1,Married,Car,18994,7,Fair,,1
M,119,757,3,1,Single,Utility,14353,6,Very Good,,0
F,144,771,14,0,Single,Car,8639,5,Very Good,,1
F,157,670,23,1,Married,Car,11929,1,Good,,1
M,117,772,6,0,Married,Van,12633,4,Very Good,,1
F,98,723,14,1,Married,Truck,11942,8,Good,,1
F,163,702,8,2,Single,Van,11593,2,Good,,0
M,100,844,19,0,Single,Utility,12272,2,Exceptional,,1
M,123,762,16,0,Single,Utility,14564,3,Very Good,,1
F,140,797,12,1,Married,Car,7848,6,Very Good,,0
M,195,329,6,3,Married,Truck,12818,8,Very Poor,,1
M,130,795,13,0,Married,Van,5287,4,Very Good,,0
M,125,750,13,0,Married,Truck,5586,2,Very Good,,1
F,123,782,7,0,Married,Car,23709,2,Very Good,,1
M,157,783,34,0,Married,Truck,8711,7,Very Good,,1
F,102,721,17,0,Married,Truck,8192,5,Good,,1
F,139,747,24,0,Married,Truck,7967,3,Very Good,,0
M,130,797,15,1,Married,Truck,5195,1,Very Good,,1
F,335,328,1,2,Married,Car,62985,4,Very Poor,,0
M,161,670,8,0,Married,Van,78800,6,Good,,1
F,131,689,10,0,Married,Car,13636,2,Good,,1
F,512,736,36,2,Married,Car,14512,3,Good,,1
M,151,745,19,1,Married,Utility,8611,4,Very Good,,1
F,235,466,8,3,Single,Truck,12698,7,Very Poor,,1
M,130,604,5,3,Married,Truck,45495,7,Fair,,1
M,130,762,3,0,Married,Van,9543,7,Very Good,,0
F,118,624,5,2,Single,Truck,98828,6,Fair,,1
F,150,761,25,1,Single,Car,13908,8,Very Good,,1
M,136,758,9,0,Married,Van,6032,7,Very Good,,1
M,388,523,3,2,Married,Car,12661,7,Very Poor,,0
M,323,838,2,3,Married,Car,14242,2,Exceptional,,1
M,125,575,5,3,Single,Car,17644,7,Very Poor,,1
M,109,689,28,1,Married,Utility,9538,1,Good,,0
M,92,355,2,3,Single,Car,10075,4,Very Poor,,1
M,211,631,1,2,Married,Car,29925,4,Fair,,0
M,136,841,18,0,Single,Utility,7724,1,Exceptional,,1
M,91,694,13,0,Married,Utility,11232,5,Good,,1
F,601,719,18,1,Married,Car,17238,7,Good,,0
M,182,596,11,2,Married,Truck,14589,6,Fair,,1
M,140,676,15,1,Married,Van,14737,8,Good,,1
M,103,684,10,1,Married,Utility,5616,7,Good,,1
F,277,678,8,3,Single,Truck,14787,3,Good,,1
M,99,681,37,1,Married,Van,5330,7,Good,,1
M,438,664,1,2,Married,Car,67033,7,Fair,,1
M,126,643,1,2,Single,Car,25942,8,Fair,,1
M,114,394,12,3,Married,Truck,12659,8,Very Poor,,1
M,208,713,5,1,Married,Utility,43379,1,Good,,1
M,147,684,12,0,Single,Utility,8413,2,Good,,1
M,130,350,3,3,Single,Car,10749,1,Very Poor,,0
F,291,593,8,0,Single,Truck,12259,4,Fair,,1
M,147,751,22,0,Single,Utility,11736,7,Very Good,,1
F,147,750,17,0,Married,Truck,9453,6,Very Good,,1
M,212,643,1,3,Married,Car,98656,8,Fair,,0
M,217,610,4,0,Married,Car,13866,6,Fair,,0
M,150,791,28,0,Married,Truck,14719,8,Very Good,,1
F,80,732,10,0,Married,Car,34010,1,Good,,1
M,92,777,40,0,Married,Utility,12583,4,Very Good,,1
M,84,718,11,1,Married,Van,84416,6,Good,,1
M,110,750,16,1,Married,Van,5817,1,Very Good,,1
M,113,732,13,0,Married,Car,11933,8,Good,,1
M,343,731,5,2,Single,Utility,11291,7,Good,,1
F,160,731,38,0,Married,Truck,9403,4,Good,,1
F,156,791,7,0,Married,Truck,6894,6,Very Good,,1
F,93,780,29,1,Married,Car,13311,4,Very Good,,1
F,140,758,18,1,Married,Truck,5404,2,Very Good,,1
F,84,686,15,1,Married,Car,16210,2,Good,,1
F,310,734,8,1,Married,Car,93914,1,Good,,1
M,110,749,28,1,Married,Utility,9333,1,Very Good,,0
M,95,700,20,1,Married,Car,11706,3,Good,,0
M,217,302,2,3,Married,Car,14113,8,Very Poor,,0
M,120,692,25,1,Married,Van,12534,4,Good,,1
M,492,688,2,3,Single,Utility,13362,1,Good,,0
M,332,670,2,2,Single,Utility,11276,2,Good,,1
F,147,720,24,1,Married,Truck,10937,2,Good,,1
M,137,678,8,2,Married,Truck,12819,3,Good,,0
M,106,785,21,1,Single,Utility,6630,4,Very Good,,1
F,83,555,3,1,Married,Car,66100,3,Very Poor,,1
F,128,744,12,0,Married,Car,18073,4,Very Good,,1
F,124,671,29,0,Married,Car,10274,2,Good,,1
M,404,819,1,2,Single,Car,19668,1,Exceptional,,1
M,153,363,8,3,Married,Truck,11998,2,Very Poor,,1
M,152,779,20,1,Married,Truck,5202,3,Very Good,,1
M,121,351,5,3,Single,Car,13211,2,Very Poor,,1
F,126,712,5,0,Married,Car,74797,4,Good,,0
F,210,624,8,0,Single,Truck,10425,6,Fair,,1
F,137,696,14,0,Single,Car,6565,6,Good,,0
M,135,696,16,0,Married,Truck,7187,2,Good,,1
F,124,761,37,1,Single,Car,8142,8,Very Good,,0
F,122,670,20,1,Single,Car,5980,7,Good,,1
F,137,564,6,2,Single,Van,12481,4,Very Poor,,0
M,150,753,26,1,Married,Van,11203,4,Very Good,,1
M,127,761,14,0,Married,Utility,11139,2,Very Good,,1
M,247,738,2,2,Married,Car,20764,5,Good,,1
M,175,655,2,2,Single,Car,51403,2,Fair,,0
M,114,594,4,2,Single,Car,92684,2,Fair,,1
F,123,794,20,0,Married,Car,10676,4,Very Good,,1
M,117,803,31,0,Single,Utility,14509,8,Exceptional,,1
M,378,695,4,3,Single,Car,12361,1,Good,,1
M,121,780,23,1,Married,Van,9030,3,Very Good,,1
M,93,783,30,1,Married,Truck,14242,3,Very Good,,1
M,121,559,3,2,Single,Car,10652,7,Very Poor,,1
F,159,745,10,1,Married,Car,14001,3,Very Good,,1
M,196,704,3,2,Single,Car,10402,6,Good,,0
F,647,708,7,1,Married,Truck,16283,4,Good,,1
M,153,738,31,0,Married,Truck,7974,2,Good,,1
M,109,690,36,1,Married,Van,14741,3,Good,,1
M,137,749,25,1,Married,Truck,9252,1,Very Good,,1
M,92,767,24,1,Married,Van,11021,4,Very Good,,1
F,80,765,16,0,Married,Truck,5791,2,Very Good,,1
F,141,701,19,1,Married,Car,6198,8,Good,,0
M,85,737,25,1,Married,Truck,10256,4,Good,,1
M,96,749,20,1,Married,Truck,9264,2,Very Good,,1
M,133,674,25,0,Married,Van,14583,8,Good,,1
M,233,584,1,2,Single,Car,29995,2,Fair,,1
F,149,772,12,0,Married,Car,16288,3,Very Good,,1
M,84,672,32,2,Married,Car,13524,8,Good,,1
F,405,680,8,0,Married,Truck,23641,7,Good,,1
F,457,725,7,3,Single,Truck,10403,1,Good,,0
F,89,682,15,1,Single,Car,12004,4,Good,,1
M,219,617,5,1,Single,Car,10351,8,Fair,,1
M,140,805,1,2,Single,Car,10873,6,Exceptional,,1
M,153,743,18,1,Single,Utility,8458,1,Very Good,,0
M,125,769,5,0,Married,Van,7634,5,Very Good,,1
M,99,784,15,0,Married,Van,9524,5,Very Good,,1
F,114,797,33,0,Married,Truck,19633,5,Very Good,,1
F,107,794,10,0,Married,Truck,13523,1,Very Good,,0
M,152,672,10,1,Married,Truck,44032,4,Good,,1
M,143,794,40,1,Married,Van,10838,8,Very Good,,1
M,608,680,38,1,Married,Van,12909,4,Good,,1
F,96,671,33,1,Married,Car,8342,2,Good,,1
F,150,753,16,0,Married,Truck,11557,4,Very Good,,0
F,133,684,5,1,Married,Truck,13002,4,Good,,0
M,128,464,6,4,Married,Truck,11594,4,Very Poor,,1
M,119,767,26,0,Married,Van,10584,3,Very Good,,0
F,137,780,15,1,Married,Truck,9354,8,Very Good,,1
M,361,742,3,0,Married,Truck,7310,3,Very Good,,1
M,554,729,32,1,Married,Car,8326,6,Good,,1
F,616,723,37,0,Married,Car,14989,1,Good,,0
F,319,608,5,1,Single,Truck,10045,7,Fair,,0
F,109,778,12,1,Married,Car,6238,3,Very Good,,0
F,225,689,6,2,Single,Truck,12252,3,Good,,1
M,153,738,10,1,Married,Utility,9476,3,Good,,1
F,357,677,9,1,Married,Car,22571,5,Good,,1
M,156,419,6,4,Married,Truck,14712,8,Very Poor,,1
M,482,521,2,3,Single,Car,10512,5,Very Poor,,1
F,213,689,5,2,Single,Truck,10395,5,Good,,0
F,80,682,13,0,Single,Car,44930,5,Good,,1
F,137,795,30,0,Married,Car,18348,2,Very Good,,0
M,99,743,23,1,Married,Van,5698,2,Very Good,,0
F,96,726,17,0,Married,Truck,6644,2,Good,,1
F,133,725,12,1,Married,Car,7726,6,Good,,0
F,159,761,16,1,Married,Car,6027,1,Very Good,,1
M,310,811,2,2,Married,Car,11740,3,Exceptional,,1
F,126,746,20,0,Married,Car,10103,7,Very Good,,1
M,183,671,5,3,Single,Car,14181,3,Good,,0
F,125,368,5,2,Single,Van,10430,5,Very Poor,,1
M,103,780,14,0,Married,Van,12513,5,Very Good,,0
M,414,601,4,0,Married,Car,24468,7,Fair,,1
M,86,764,20,0,Married,Van,10588,4,Very Good,,1
F,472,477,5,2,Single,Utility,13373,3,Very Poor,,1
M,108,588,4,2,Single,Car,20164,2,Fair,,1
F,98,679,20,0,Married,Truck,13575,6,Good,,1
F,100,734,34,0,Married,Truck,9080,7,Good,,1
M,151,707,29,0,Married,Truck,8428,4,Good,,1
M,137,708,18,0,Single,Utility,10153,6,Good,,1
M,626,664,2,0,Married,Truck,11907,3,Fair,,1
F,158,688,7,1,Married,Truck,40922,4,Good,,1
M,109,707,7,0,Married,Van,41150,3,Good,,1
F,133,724,17,0,Married,Car,14580,3,Good,,1
M,154,774,15,1,Single,Utility,10991,4,Very Good,,1
M,153,684,17,1,Married,Truck,14785,1,Good,,0
M,123,363,6,3,Married,Truck,12430,1,Very Poor,,1
F,90,723,23,2,Married,Car,9404,4,Good,,1
M,186,604,1,2,Single,Car,81155,2,Fair,,1
F,145,733,7,3,Single,Van,14464,3,Good,,1
M,90,679,3,2,Single,Car,11561,1,Good,,0
M,100,675,11,0,Married,Van,10436,2,Good,,1
M,113,787,16,0,Married,Van,5532,5,Very Good,,1
F,415,666,7,2,Single,Truck,11319,4,Fair,,0
M,245,636,3,0,Married,Car,10645,5,Fair,,1
F,189,651,5,0,Single,Van,11068,5,Fair,,0
F,273,729,5,3,Single,Utility,14901,3,Good,,1
F,377,634,8,2,Single,Truck,12856,8,Fair,,0
M,88,750,14,0,Married,Truck,8729,5,Very Good,,0
M,122,700,17,1,Married,Truck,13910,1,Good,,0
F,148,798,11,3,Married,Truck,15597,8,Very Good,,1
M,92,691,25,1,Married,Van,10954,6,Good,,1
F,125,739,21,1,Single,Car,10839,2,Good,,0
F,108,795,16,1,Married,Car,15580,1,Very Good,,1
F,987,588,2,1,Married,Car,14509,3,Fair,,1
F,494,672,7,3,Single,Truck,11809,1,Good,,0
F,244,664,6,1,Single,Truck,11889,2,Fair,,1
M,153,729,29,1,Married,Truck,12421,3,Good,,1
M,149,690,10,0,Single,Utility,12613,5,Good,,0
M,137,733,10,0,Married,Van,12112,8,Good,,1
F,97,727,15,0,Married,Car,13190,5,Good,,1
M,85,776,10,0,Married,Van,10485,5,Very Good,,1
M,122,670,28,1,Married,Van,5676,1,Good,,0
F,119,688,18,0,Married,Truck,8636,4,Good,,1
M,115,788,36,0,Married,Van,13834,2,Very Good,,0
F,146,680,22,0,Married,Car,5602,6,Good,,1
F,259,713,4,1,Married,Car,64041,6,Good,,1
F,231,593,6,0,Single,Truck,11209,4,Fair,,0
F,124,737,17,0,Married,Truck,8116,5,Good,,1
M,119,677,36,0,Married,Car,14610,1,Good,,0
F,81,719,12,0,Married,Truck,53175,3,Good,,1
F,96,700,21,0,Married,Truck,7389,7,Good,,1
F,129,781,27,1,Married,Truck,7579,6,Very Good,,0
F,119,779,17,0,Married,Car,5009,2,Very Good,,1
F,146,770,12,0,Married,Car,11047,7,Very Good,,1
F,111,790,19,0,Married,Car,10188,2,Very Good,,1
F,467,601,7,3,Single,Utility,13235,2,Fair,,1
M,102,788,15,0,Married,Van,13919,5,Very Good,,0
F,86,766,6,0,Married,Car,22058,5,Very Good,,0
M,127,608,8,2,Married,Truck,59171,1,Fair,,1
M,254,655,2,3,Single,Utility,59782,4,Fair,,0
F,346,687,6,1,Married,Truck,42435,8,Good,,0
M,287,523,1,3,Married,Car,12747,5,Very Poor,,1
M,233,718,1,2,Married,Car,13143,4,Good,,1
M,144,730,12,0,Single,Utility,13511,6,Good,,0
M,114,736,5,3,Married,Truck,13815,1,Good,,1
F,414,602,8,2,Single,Utility,12128,7,Fair,,1
M,151,763,35,1,Married,Van,13707,7,Very Good,,1
M,458,480,5,2,Single,Car,23069,2,Very Poor,,1
M,436,707,4,3,Single,Utility,13051,2,Good,,1
F,134,793,20,0,Married,Car,11436,5,Very Good,,1
M,131,681,24,1,Married,Van,8563,6,Good,,0
M,126,795,34,0,Married,Van,9981,1,Very Good,,1
F,138,718,8,2,Married,Car,84263,2,Good,,1
F,453,610,5,2,Single,Truck,10609,6,Fair,,0
F,696,704,6,0,Married,Car,19866,2,Good,,1
M,118,762,3,1,Married,Van,7404,4,Very Good,,0
M,624,709,36,0,Married,Van,11932,3,Good,,0
M,291,558,2,0,Married,Truck,58276,1,Very Poor,,1
M,131,777,19,1,Married,Van,8380,7,Very Good,,1
F,84,690,10,3,Married,Truck,59161,6,Good,,1
M,118,684,20,0,Single,Utility,8217,1,Good,,1
M,196,711,5,0,Married,Car,76009,6,Good,,1
F,117,741,16,1,Married,Car,10445,6,Very Good,,1
F,94,676,13,1,Married,Car,19693,5,Good,,1
M,89,762,18,1,Married,Van,10383,6,Very Good,,1
F,103,678,40,0,Married,Car,11289,4,Good,,1
M,164,560,1,1,Married,Van,37921,1,Very Poor,,0
M,95,689,17,0,Married,Truck,6704,5,Good,,0
M,666,655,1,0,Married,Utility,8422,3,Fair,,1
F,130,684,8,1,Married,Car,45131,2,Good,,1
M,120,744,26,1,Single,Utility,10677,2,Very Good,,1
M,134,779,10,0,Married,Van,8820,8,Very Good,,1
F,291,736,6,3,Single,Truck,13606,5,Good,,1
M,148,684,14,1,Married,Van,9914,6,Good,,0
M,94,663,3,3,Single,Car,54394,8,Fair,,1
M,121,703,37,0,Single,Utility,11234,6,Good,,1
F,83,738,23,1,Married,Car,10663,4,Good,,1
M,140,825,19,1,Married,Utility,11377,1,Exceptional,,0
M,169,474,1,2,Single,Car,10499,3,Very Poor,,1
M,143,799,22,1,Married,Van,14705,1,Very Good,,1
M,167,315,5,2,Single,Car,10484,2,Very Poor,,1
F,148,707,6,2,Single,Van,14131,4,Good,,0
F,84,695,16,0,Married,Car,11703,8,Good,,1
F,82,728,21,1,Married,Car,10740,3,Good,,1
F,133,676,3,0,Single,Car,14126,8,Good,,0
M,93,673,17,0,Married,Van,11572,1,Good,,1
M,125,740,1,0,Single,Utility,6717,3,Very Good,,1
M,181,518,8,2,Married,Truck,11909,8,Very Poor,,1
F,399,763,7,0,Married,Truck,13209,6,Very Good,,0
M,117,681,17,0,Married,Van,7811,2,Good,,1
M,82,677,35,1,Married,Van,7270,3,Good,,1
F,654,683,17,0,Married,Car,18233,2,Good,,1
M,136,676,7,0,Married,Van,57832,5,Good,,1
M,104,830,8,2,Married,Truck,22662,5,Exceptional,,1
F,514,678,14,0,Married,Car,15252,7,Good,,0
M,154,756,6,1,Married,Truck,11725,5,Very Good,,1
M,133,761,6,0,Married,Van,13262,1,Very Good,,0
M,155,762,22,0,Married,Truck,8560,8,Very Good,,1
F,85,684,16,1,Married,Car,8270,1,Good,,1
F,216,678,6,1,Married,Car,29288,1,Good,,1
F,349,726,14,1,Married,Car,6138,7,Good,,0
F,332,675,4,1,Single,Car,78436,1,Good,,1
M,102,771,27,1,Married,Utility,5413,1,Very Good,,0
M,380,606,5,0,Married,Car,13764,2,Fair,,1
F,147,775,3,3,Married,Truck,22612,5,Very Good,,1
M,93,647,3,3,Single,Car,70689,8,Fair,,1
M,345,639,5,0,Married,Car,12576,5,Fair,,0
M,88,760,20,0,Married,Utility,13913,5,Very Good,,1
M,129,769,14,0,Married,Truck,7557,6,Very Good,,1
F,407,545,5,3,Single,Truck,14682,4,Very Poor,,0
M,109,764,19,0,Married,Van,6553,2,Very Good,,0
F,83,780,33,1,Single,Car,6346,5,Very Good,,1
F,521,680,36,0,Married,Car,5628,2,Good,,1
M,90,689,15,0,Married,Van,9556,4,Good,,1
F,373,692,18,1,Married,Truck,19837,6,Good,,0
M,156,537,4,3,Single,Car,12027,3,Very Poor,,0
M,297,657,4,1,Married,Car,12982,5,Fair,,1
M,112,793,14,1,Married,Van,6233,1,Very Good,,0
M,115,686,3,0,Single,Utility,12007,8,Good,,0
F,304,602,8,0,Single,Truck,10041,5,Fair,,1
F,100,759,15,1,Married,Car,17723,4,Very Good,,0
F,388,700,16,1,Married,Truck,17049,4,Good,,1
F,138,683,23,0,Married,Car,12859,1,Good,,1
M,122,735,21,1,Married,Truck,9414,1,Good,,1
F,95,770,4,1,Married,Truck,7574,4,Very Good,,1
M,80,789,10,1,Married,Van,10837,6,Very Good,,1
M,80,568,7,0,Married,Van,48910,5,Very Poor,,0
M,170,680,5,2,Married,Truck,14192,8,Good,,1
M,131,709,28,0,Married,Van,13630,7,Good,,1
M,159,558,2,3,Single,Car,12818,3,Very Poor,,1
F,212,720,8,0,Married,Truck,54944,2,Good,,1
F,97,713,13,1,Married,Car,9223,5,Good,,1
F,140,690,15,1,Married,Truck,6766,6,Good,,1
M,80,736,10,0,Single,Utility,8690,6,Good,,1
F,144,672,19,0,Married,Car,20274,3,Good,,0
F,193,513,1,0,Married,Car,54448,7,Very Poor,,0
M,493,576,5,2,Single,Utility,14754,5,Very Poor,,0
F,113,765,22,0,Married,Car,12762,5,Very Good,,0
F,301,561,7,3,Single,Utility,10577,4,Very Poor,,0
M,465,726,1,3,Married,Car,23500,6,Good,,0
M,154,678,25,0,Married,Van,5720,8,Good,,1
F,96,725,33,0,Married,Car,6989,4,Good,,1
M,312,642,1,0,Married,Car,52965,5,Fair,,1
M,207,845,1,1,Married,Car,14533,4,Exceptional,,1
F,513,694,22,1,Married,Car,18819,3,Good,,1
M,553,768,5,1,Married,Van,8322,5,Very Good,,1
M,92,744,38,0,Married,Truck,6294,3,Very Good,,0
M,160,820,2,2,Married,Truck,12800,8,Exceptional,,1
M,419,509,5,2,Married,Car,12396,3,Very Poor,,1
M,498,807,3,3,Single,Utility,20940,1,Exceptional,,0
M,287,572,1,1,Married,Car,13333,8,Very Poor,,1
F,154,699,17,0,Married,Car,12532,6,Good,,1
M,85,783,18,0,Married,Van,6838,4,Very Good,,1
M,132,780,25,0,Married,Van,11272,2,Very Good,,1
F,91,709,11,0,Married,Truck,6402,6,Good,,1
